time,cityname,aqi,pm2_5,pm10,so2,no2,co,o3,primary_pollutant
2016/1/1,海口市,62,44,66,9,16,0.8,108,PM2.5
2016/1/2,海口市,57,40,59,8,16,0.8,93,PM2.5
2016/1/3,海口市,62,44,58,6,20,0.8,70,PM2.5
2016/1/4,海口市,37,19,26,4,29,0.8,52,/
2016/1/5,海口市,35,18,29,5,28,0.6,50,/
2016/1/6,海口市,45,30,41,4,24,0.7,89,/
2016/1/7,海口市,48,28,46,6,14,0.7,96,/
2016/1/8,海口市,48,18,41,4,12,0.6,95,/
2016/1/9,海口市,48,25,46,4,12,0.6,95,/
2016/1/10,海口市,42,21,42,4,18,0.6,74,/
2016/1/11,海口市,29,13,25,5,21,0.7,57,/
2016/1/12,海口市,35,20,35,5,15,0.8,58,/
2016/1/13,海口市,44,25,44,5,17,0.9,81,/
2016/1/14,海口市,44,17,35,4,14,0.6,88,/
2016/1/15,海口市,40,18,38,4,32,0.8,51,/
2016/1/16,海口市,48,17,48,4,28,0.8,47,/
2016/1/17,海口市,37,21,28,7,21,0.9,74,/
2016/1/18,海口市,39,23,36,6,11,1,78,/
2016/1/19,海口市,45,27,45,5,12,0.9,81,/
2016/1/20,海口市,37,16,21,5,14,0.9,74,/
2016/1/21,海口市,37,24,37,6,20,0.8,60,/
2016/1/22,海口市,45,18,26,4,36,1.1,23,/
2016/1/23,海口市,22,7,12,4,9,0.9,43,/
2016/1/24,海口市,33,18,31,5,7,0.6,66,/
2016/1/25,海口市,49,20,46,7,12,0.5,97,/
2016/1/26,海口市,44,21,43,5,18,0.5,87,/
2016/1/27,海口市,29,17,28,4,22,0.7,58,/
2016/1/28,海口市,35,14,23,4,28,0.6,41,/
2016/1/29,海口市,45,10,20,4,36,0.6,41,/
2016/1/30,海口市,33,23,32,5,23,0.7,55,/
2016/1/31,海口市,31,10,29,4,13,0.5,62,/
2016/2/1,海口市,25,8,16,4,15,1,37,/
2016/2/2,海口市,28,17,21,4,10,1.1,43,/
2016/2/3,海口市,43,27,43,4,11,0.9,68,/
2016/2/4,海口市,54,38,56,6,16,0.9,87,PM2.5
2016/2/5,海口市,43,30,41,6,13,1,82,/
2016/2/6,海口市,68,36,56,8,10,0.7,121,O3
2016/2/7,海口市,59,39,66,10,8,0.5,110,O3
2016/2/8,海口市,160,122,149,18,12,0.6,125,PM2.5
2016/2/9,海口市,62,33,53,5,6,0.5,114,O3
2016/2/10,海口市,61,32,72,4,12,0.6,88,PM10
2016/2/11,海口市,37,19,37,4,13,0.5,70,/
2016/2/12,海口市,44,19,34,4,8,0.5,88,/
2016/2/13,海口市,52,31,48,4,19,0.7,102,O3
2016/2/14,海口市,45,31,40,4,15,0.7,78,/
2016/2/15,海口市,44,26,44,4,9,0.8,54,/
2016/2/16,海口市,48,32,48,4,10,0.7,61,/
2016/2/17,海口市,39,27,37,4,10,0.6,73,/
2016/2/18,海口市,45,31,43,4,12,0.6,66,/
2016/2/19,海口市,52,34,53,5,15,0.7,50,PM10
2016/2/20,海口市,65,35,53,6,10,0.6,118,O3
2016/2/21,海口市,52,34,53,4,18,0.6,100,PM10
2016/2/22,海口市,52,32,54,5,17,0.7,76,PM10
2016/2/23,海口市,44,30,44,6,16,0.8,48,/
2016/2/24,海口市,24,8,13,5,11,0.8,47,/
2016/2/25,海口市,38,22,38,4,12,0.7,56,/
2016/2/26,海口市,42,28,42,4,14,0.7,51,/
2016/2/27,海口市,42,29,40,5,19,0.8,84,/
2016/2/28,海口市,66,30,44,7,23,0.8,119,O3
2016/2/29,海口市,75,33,60,10,28,0.8,130,O3
2016/3/1,海口市,67,42,83,6,21,0.7,115,PM10
2016/3/2,海口市,64,35,77,5,13,0.6,110,PM10
2016/3/3,海口市,55,30,59,5,15,0.5,89,PM10
2016/3/4,海口市,46,24,46,4,15,0.5,82,/
2016/3/5,海口市,38,22,37,4,16,0.5,76,/
2016/3/6,海口市,38,20,38,4,17,0.5,60,/
2016/3/7,海口市,33,16,33,4,14,0.5,62,/
2016/3/8,海口市,44,18,44,5,16,0.5,81,/
2016/3/9,海口市,52,24,53,8,28,0.5,79,PM10
2016/3/10,海口市,22,10,22,4,15,0.5,30,/
2016/3/11,海口市,21,13,20,4,11,0.6,42,/
2016/3/12,海口市,31,21,28,6,24,0.7,28,/
2016/3/13,海口市,31,18,27,8,18,0.8,61,/
2016/3/14,海口市,31,18,31,7,13,0.8,62,/
2016/3/15,海口市,40,15,22,5,15,0.7,80,/
2016/3/16,海口市,32,18,32,7,22,0.7,57,/
2016/3/17,海口市,42,23,42,6,22,0.6,62,/
2016/3/18,海口市,47,32,47,7,24,0.6,71,/
2016/3/19,海口市,46,21,46,6,25,0.5,50,/
2016/3/20,海口市,42,19,42,8,18,0.5,63,/
2016/3/21,海口市,36,18,36,5,12,0.5,64,/
2016/3/22,海口市,40,21,40,5,11,0.5,61,/
2016/3/23,海口市,46,30,46,6,27,0.6,62,/
2016/3/24,海口市,28,10,20,5,13,0.8,56,/
2016/3/25,海口市,30,19,27,6,13,0.7,60,/
2016/3/26,海口市,102,38,56,8,15,0.6,162,O3
2016/3/27,海口市,110,38,58,10,14,0.5,170,O3
2016/3/28,海口市,75,31,57,6,18,0.6,129,O3
2016/3/29,海口市,60,35,63,5,14,0.5,112,O3
2016/3/30,海口市,61,38,72,5,17,0.6,105,PM10
2016/3/31,海口市,60,43,69,5,23,0.6,74,PM10
2016/4/1,海口市,47,25,47,4,18,0.6,53,/
2016/4/2,海口市,34,17,34,6,13,0.5,62,/
2016/4/3,海口市,42,22,42,6,18,0.5,60,/
2016/4/4,海口市,43,22,43,7,19,0.5,72,/
2016/4/5,海口市,40,14,40,6,12,0.4,63,/
2016/4/6,海口市,38,14,38,5,11,0.4,71,/
2016/4/7,海口市,43,18,41,6,20,0.5,86,/
2016/4/8,海口市,46,26,46,9,22,0.5,82,/
2016/4/9,海口市,41,20,41,6,16,0.5,66,/
2016/4/10,海口市,50,24,50,6,22,0.6,65,/
2016/4/11,海口市,60,23,40,4,19,0.7,111,O3
2016/4/12,海口市,51,29,52,5,18,0.6,79,PM10
2016/4/13,海口市,62,44,63,6,27,0.7,81,PM2.5
2016/4/14,海口市,63,44,75,7,24,0.7,111,PM10
2016/4/15,海口市,59,40,67,7,18,0.6,95,PM10
2016/4/16,海口市,59,40,68,7,21,0.6,89,PM10
2016/4/17,海口市,55,29,60,6,17,0.5,81,PM10
2016/4/18,海口市,42,19,38,7,17,0.7,83,/
2016/4/19,海口市,45,21,45,5,14,0.7,90,/
2016/4/20,海口市,55,16,33,5,17,0.5,105,O3
2016/4/21,海口市,51,19,40,8,17,0.5,101,O3
2016/4/22,海口市,49,13,30,6,17,0.5,98,/
2016/4/23,海口市,41,14,31,6,24,0.6,81,/
2016/4/24,海口市,44,26,44,8,25,0.6,83,/
2016/4/25,海口市,52,30,54,8,25,0.6,93,PM10
2016/4/26,海口市,52,27,53,7,22,0.6,69,PM10
2016/4/27,海口市,44,21,44,6,31,0.6,74,/
2016/4/28,海口市,45,24,37,7,30,0.7,90,/
2016/4/29,海口市,41,22,39,5,12,0.6,82,/
2016/4/30,海口市,43,20,40,6,18,0.6,86,/
2016/5/1,海口市,39,17,39,7,17,0.4,74,/
2016/5/2,海口市,38,19,38,5,15,0.5,66,/
2016/5/3,海口市,50,20,38,8,21,0.5,100,/
2016/5/4,海口市,35,18,35,8,18,0.5,60,/
2016/5/5,海口市,32,18,32,6,14,0.5,45,/
2016/5/6,海口市,34,18,34,6,14,0.4,53,/
2016/5/7,海口市,29,14,29,6,12,0.4,56,/
2016/5/8,海口市,28,12,28,6,12,0.4,50,/
2016/5/9,海口市,34,15,34,6,14,0.4,60,/
2016/5/10,海口市,42,16,42,7,24,0.5,70,/
2016/5/11,海口市,68,26,47,8,24,0.8,121,O3
2016/5/12,海口市,46,26,44,5,17,0.6,92,/
2016/5/13,海口市,44,8,20,6,19,0.5,87,/
2016/5/14,海口市,32,22,28,4,16,0.5,56,/
2016/5/15,海口市,28,16,28,4,13,0.3,49,/
2016/5/16,海口市,46,16,40,8,14,0.5,91,/
2016/5/17,海口市,101,31,69,8,18,0.6,161,O3
2016/5/18,海口市,46,26,40,6,16,0.6,92,/
2016/5/19,海口市,33,18,33,5,15,0.5,59,/
2016/5/20,海口市,38,20,38,6,18,0.5,42,/
2016/5/21,海口市,43,18,39,7,20,0.6,85,/
2016/5/22,海口市,54,19,36,9,14,0.8,104,O3
2016/5/23,海口市,82,30,47,7,13,0.8,138,O3
2016/5/24,海口市,35,18,30,6,17,0.7,69,/
2016/5/25,海口市,23,12,23,4,12,0.4,36,/
2016/5/26,海口市,22,6,16,5,8,0.4,44,/
2016/5/27,海口市,28,13,26,6,22,0.5,39,/
2016/5/28,海口市,34,14,34,6,20,0.5,54,/
2016/5/29,海口市,35,14,35,6,27,0.5,56,/
2016/5/30,海口市,34,13,34,6,20,0.4,56,/
2016/5/31,海口市,33,12,29,5,21,0.4,66,/
2016/6/1,海口市,38,12,32,6,18,0.4,76,/
2016/6/2,海口市,43,16,42,6,20,0.5,85,/
2016/6/3,海口市,48,18,48,6,18,0.4,78,/
2016/6/4,海口市,48,18,43,8,20,0.4,96,/
2016/6/5,海口市,42,14,35,6,24,0.5,84,/
2016/6/6,海口市,34,13,26,5,22,0.6,68,/
2016/6/7,海口市,40,16,32,5,24,0.6,80,/
2016/6/8,海口市,34,17,34,6,24,0.6,68,/
2016/6/9,海口市,30,15,30,7,22,0.5,56,/
2016/6/10,海口市,26,11,26,4,17,0.5,51,/
2016/6/11,海口市,32,13,32,3,22,0.5,52,/
2016/6/12,海口市,33,13,33,4,20,0.5,62,/
2016/6/13,海口市,36,14,36,4,17,0.5,68,/
2016/6/14,海口市,37,15,35,4,18,0.4,73,/
2016/6/15,海口市,34,12,28,4,18,0.4,68,/
2016/6/16,海口市,37,14,34,4,21,0.5,74,/
2016/6/17,海口市,42,16,36,7,28,0.5,84,/
2016/6/18,海口市,41,12,28,4,20,0.4,81,/
2016/6/19,海口市,28,10,22,4,14,0.4,56,/
2016/6/20,海口市,33,11,26,5,13,0.4,65,/
2016/6/21,海口市,27,10,22,4,13,0.4,53,/
2016/6/22,海口市,27,7,18,4,14,0.4,54,/
2016/6/23,海口市,27,7,17,4,14,0.4,54,/
2016/6/24,海口市,28,8,21,5,17,0.4,56,/
2016/6/25,海口市,21,7,15,3,16,0.4,41,/
2016/6/26,海口市,22,6,15,3,12,0.4,44,/
2016/6/27,海口市,22,6,17,3,13,0.4,44,/
2016/6/28,海口市,21,6,16,3,14,0.4,42,/
2016/6/29,海口市,24,6,18,3,14,0.4,47,/
2016/6/30,海口市,30,10,30,4,12,0.4,50,/
2016/7/1,海口市,32,12,32,4,13,0.4,56,/
2016/7/2,海口市,34,14,34,3,18,0.4,62,/
2016/7/3,海口市,27,11,26,4,19,0.4,54,/
2016/7/4,海口市,28,12,28,4,21,0.4,46,/
2016/7/5,海口市,32,12,32,3,14,0.4,52,/
2016/7/7,海口市,26,8,21,3,10,0.3,52,/
2016/7/8,海口市,31,10,27,4,18,0.3,61,/
2016/7/9,海口市,34,11,32,6,18,0.4,67,/
2016/7/10,海口市,52,19,46,6,24,0.5,102,O3
2016/7/11,海口市,44,16,38,4,22,0.4,88,/
2016/7/12,海口市,36,13,36,4,23,0.5,69,/
2016/7/13,海口市,34,12,27,4,21,0.5,68,/
2016/7/14,海口市,29,12,29,4,18,0.4,55,/
2016/7/15,海口市,36,16,36,3,16,0.5,60,/
2016/7/16,海口市,37,16,37,4,19,0.5,57,/
2016/7/17,海口市,39,16,36,4,15,0.5,78,/
2016/7/18,海口市,32,14,32,5,11,0.4,50,/
2016/7/19,海口市,34,14,34,4,11,0.4,42,/
2016/7/20,海口市,29,12,29,4,9,0.4,36,/
2016/7/21,海口市,24,10,24,5,14,0.4,41,/
2016/7/22,海口市,34,11,28,5,16,0.4,67,/
2016/7/23,海口市,42,15,34,6,17,0.4,83,/
2016/7/24,海口市,45,14,32,6,15,0.4,90,/
2016/7/25,海口市,26,10,25,4,14,0.4,51,/
2016/7/26,海口市,20,10,20,5,11,0.4,37,/
2016/7/27,海口市,20,7,18,4,11,0.4,39,/
2016/7/28,海口市,23,8,23,4,12,0.4,30,/
2016/7/29,海口市,22,8,22,4,13,0.4,44,/
2016/7/30,海口市,35,12,32,6,16,0.4,70,/
2016/7/31,海口市,28,13,28,5,20,0.5,53,/
2016/8/1,海口市,33,12,33,5,20,0.4,37,/
2016/8/2,海口市,28,9,24,6,22,0.5,54,/
2016/8/4,海口市,22,9,22,4,13,0.4,44,/
2016/8/5,海口市,26,9,26,4,20,0.5,48,/
2016/8/6,海口市,28,13,28,5,19,0.4,56,/
2016/8/7,海口市,37,14,37,6,24,0.5,50,/
2016/8/8,海口市,40,16,40,7,18,0.5,69,/
2016/8/9,海口市,36,14,36,6,20,0.5,69,/
2016/8/10,海口市,39,16,39,6,21,0.5,63,/
2016/8/11,海口市,31,15,31,6,20,0.5,54,/
2016/8/12,海口市,32,11,30,5,22,0.5,63,/
2016/8/13,海口市,23,8,23,5,18,0.5,45,/
2016/8/14,海口市,26,8,18,4,18,0.5,52,/
2016/8/15,海口市,25,8,20,5,20,0.4,35,/
2016/8/16,海口市,22,8,14,4,14,0.4,44,/
2016/8/17,海口市,24,8,13,4,19,0.5,33,/
2016/8/18,海口市,22,4,8,4,6,0.4,44,/
2016/8/19,海口市,26,10,26,4,12,0.4,34,/
2016/8/20,海口市,36,16,36,4,16,0.4,50,/
2016/8/21,海口市,34,14,34,5,18,0.4,64,/
2016/8/22,海口市,34,12,21,4,14,0.4,68,/
2016/8/23,海口市,26,18,24,4,10,0.4,38,/
2016/8/24,海口市,34,22,34,4,16,0.4,57,/
2016/8/25,海口市,44,24,43,6,20,0.5,87,/
2016/8/26,海口市,50,30,50,6,24,0.6,80,/
2016/8/27,海口市,45,20,28,5,17,0.6,89,/
2016/8/28,海口市,42,18,22,5,18,0.7,84,/
2016/8/29,海口市,42,17,33,5,18,0.7,84,/
2016/8/30,海口市,44,23,36,5,24,0.6,88,/
2016/8/31,海口市,37,15,37,8,22,0.4,74,/
2016/9/1,海口市,30,12,30,6,19,0.3,50,/
2016/9/2,海口市,30,11,30,6,19,0.4,58,/
2016/9/3,海口市,34,12,27,7,20,0.5,67,/
2016/9/4,海口市,36,14,29,7,19,0.4,72,/
2016/9/5,海口市,44,22,36,6,19,0.5,88,/
2016/9/6,海口市,44,24,44,7,23,0.5,80,/
2016/9/7,海口市,38,15,38,7,23,0.5,64,/
2016/9/8,海口市,39,12,39,7,25,0.4,58,/
2016/9/9,海口市,34,14,34,6,20,0.4,60,/
2016/9/10,海口市,31,14,29,6,14,0.4,62,/
2016/9/11,海口市,21,8,21,5,14,0.4,41,/
2016/9/12,海口市,69,12,25,5,10,0.4,122,O3
2016/9/13,海口市,25,9,25,5,8,0.3,34,/
2016/9/14,海口市,50,18,41,6,13,0.4,99,/
2016/9/15,海口市,64,37,56,8,15,0.6,116,O3
2016/9/16,海口市,59,42,63,10,13,0.6,106,PM2.5
2016/9/17,海口市,59,42,65,8,19,0.6,100,PM2.5
2016/9/18,海口市,44,27,44,8,24,0.5,84,/
2016/9/19,海口市,65,30,56,10,20,0.5,117,O3
2016/9/20,海口市,64,33,55,8,9,0.5,116,O3
2016/9/21,海口市,64,25,47,6,6,0.5,116,O3
2016/9/22,海口市,55,18,38,5,10,0.4,106,O3
2016/9/23,海口市,19,5,15,4,15,0.4,30,/
2016/9/24,海口市,19,6,19,5,14,0.4,27,/
2016/9/25,海口市,34,14,32,5,14,0.4,67,/
2016/9/26,海口市,41,22,41,6,18,0.5,65,/
2016/9/27,海口市,43,22,43,6,17,0.5,62,/
2016/9/28,海口市,59,41,60,8,17,0.6,110,O3
2016/9/29,海口市,51,33,51,8,11,0.7,100,PM10
2016/9/30,海口市,48,16,30,7,10,0.6,95,/
2016/10/1,海口市,53,22,36,8,12,0.6,103,O3
2016/10/2,海口市,42,24,34,6,9,0.5,83,/
2016/10/3,海口市,53,27,48,9,19,0.6,103,O3
2016/10/4,海口市,60,36,65,10,24,0.6,111,O3
2016/10/5,海口市,40,20,26,6,13,0.4,80,/
2016/10/6,海口市,37,17,33,6,10,0.4,74,/
2016/10/7,海口市,58,39,56,10,29,0.7,109,O3
2016/10/8,海口市,72,52,75,12,24,0.7,116,PM2.5
2016/10/9,海口市,55,26,39,8,12,0.6,106,O3
2016/10/10,海口市,60,33,50,8,10,0.6,111,O3
2016/10/11,海口市,65,26,43,9,13,0.5,118,O3
2016/10/12,海口市,51,27,51,7,9,0.5,86,PM10
2016/10/13,海口市,40,19,37,6,7,0.4,79,/
2016/10/14,海口市,36,16,33,5,5,0.4,71,/
2016/10/15,海口市,67,24,45,6,6,0.5,120,O3
2016/10/16,海口市,53,31,50,8,10,0.6,103,O3
2016/10/20,海口市,35,15,31,6,19,0.6,70,/
2016/10/21,海口市,36,16,28,7,16,0.8,72,/
2016/10/22,海口市,41,21,38,8,22,0.8,82,/
2016/10/23,海口市,36,25,36,5,13,0.7,61,/
2016/10/24,海口市,24,14,24,5,12,0.5,37,/
2016/10/25,海口市,22,10,22,4,12,0.5,26,/
2016/10/26,海口市,24,12,24,5,11,0.5,42,/
2016/10/27,海口市,22,8,21,4,9,0.4,43,/
2016/10/28,海口市,24,10,24,4,10,0.5,45,/
2016/10/29,海口市,67,27,42,6,7,0.6,120,O3
2016/10/30,海口市,43,25,43,6,9,0.8,82,/
2016/10/31,海口市,52,27,44,6,9,0.8,102,O3
2016/11/1,海口市,51,33,52,8,8,0.8,100,PM10
2016/11/2,海口市,50,24,41,8,8,0.7,100,/
2016/11/3,海口市,40,22,36,7,12,0.7,80,/
2016/11/4,海口市,65,34,49,8,13,0.7,118,O3
2016/11/5,海口市,47,29,47,6,21,0.6,92,/
2016/11/6,海口市,35,20,35,5,14,0.5,65,/
2016/11/7,海口市,31,16,31,5,9,0.4,54,/
2016/11/8,海口市,29,13,29,5,8,0.4,54,/
2016/11/9,海口市,54,38,54,8,12,1,97,PM2.5
2016/11/10,海口市,23,11,16,5,10,0.9,35,/
2016/11/11,海口市,32,22,29,4,17,0.8,52,/
2016/11/12,海口市,36,15,35,4,13,0.6,71,/
2016/11/13,海口市,34,12,34,4,15,0.5,60,/
2016/11/14,海口市,34,11,34,4,13,0.5,58,/
2016/11/15,海口市,42,18,32,5,14,0.5,84,/
2016/11/16,海口市,36,19,36,5,11,0.6,71,/
2016/11/17,海口市,46,23,45,5,8,0.5,92,/
2016/11/18,海口市,40,19,40,4,9,0.5,76,/
2016/11/19,海口市,32,14,32,4,12,0.5,41,/
2016/11/20,海口市,30,11,30,4,11,0.5,40,/
2016/11/21,海口市,23,9,23,4,10,0.4,39,/
2016/11/22,海口市,13,5,12,4,10,0.4,24,/
2016/11/23,海口市,29,6,13,4,10,0.5,58,/
2016/11/24,海口市,21,6,12,5,10,0.7,41,/
2016/11/25,海口市,19,8,12,5,14,0.8,34,/
2016/11/26,海口市,21,6,10,5,12,0.7,42,/
2016/11/27,海口市,41,13,24,7,15,0.7,81,/
2016/11/28,海口市,47,24,40,8,14,0.7,93,/
2016/11/29,海口市,52,30,52,9,12,0.7,102,O3
2016/11/30,海口市,59,37,60,11,10,0.7,110,O3
2016/12/1,海口市,72,52,78,12,10,0.8,118,PM2.5
2016/12/2,海口市,69,50,79,10,11,0.8,106,PM2.5
2016/12/3,海口市,72,52,84,9,15,0.8,92,PM2.5
2016/12/4,海口市,79,58,84,13,17,0.9,128,PM2.5
2016/12/5,海口市,77,56,88,11,39,0.9,115,PM2.5
2016/12/6,海口市,60,42,69,10,10,0.7,98,PM10
2016/12/7,海口市,85,55,85,12,13,0.7,142,O3
2016/12/8,海口市,80,50,81,12,15,0.7,136,O3
2016/12/9,海口市,110,63,90,12,25,0.8,171,O3
2016/12/10,海口市,86,39,64,8,12,0.7,143,O3
2016/12/11,海口市,57,24,54,6,6,0.5,108,O3
2016/12/12,海口市,47,18,47,4,11,0.5,70,/
2016/12/13,海口市,52,24,54,6,8,0.5,99,PM10
2016/12/14,海口市,59,41,56,8,10,0.9,110,O3
2016/12/15,海口市,50,31,50,8,10,0.9,98,/
2016/12/16,海口市,49,30,48,8,10,0.9,98,/
2016/12/17,海口市,55,35,58,9,10,0.7,105,O3
2016/12/18,海口市,54,32,57,4,12,0.6,77,PM10
2016/12/19,海口市,41,16,41,4,12,0.6,81,/
2016/12/20,海口市,47,20,47,5,10,0.5,88,/
2016/12/21,海口市,44,21,44,5,13,0.5,78,/
2016/12/22,海口市,58,35,49,8,14,0.8,109,O3
2016/12/23,海口市,54,24,44,7,11,1.2,104,O3
2016/12/24,海口市,44,20,34,4,9,0.8,88,/
2016/12/25,海口市,46,18,46,4,10,0.7,72,/
2016/12/26,海口市,54,25,57,4,10,0.6,94,PM10
2016/12/27,海口市,46,17,36,8,10,0.9,92,/
2016/12/28,海口市,57,33,52,9,11,0.8,108,O3
2016/12/29,海口市,53,30,55,10,9,0.7,103,PM10
2016/12/30,海口市,53,34,56,9,14,0.7,98,PM10
2016/12/31,海口市,70,46,70,9,16,0.8,124,O3
2017/1/1,海口市,50,22,50,5,9,,99,/
